HHAT KHAT SIGMAH SIGMAK
-0.000167455600772 0.00553617903053 0.112935800354 0.0312713654675
0.00197688670721 -0.0383386388916 0.141880030673 0.0408747289965
0.00273733338237 0.0480952180607 0.253089278514 0.104623633589
0.0662493300317 0.211891434095 0.362622469383 0.164209567824
-0.062568452007 0.198916083052 0.227137345278 0.0777269458065
-0.000574730899917 -0.0107154487512 0.144793006354 0.0428586318508
0.00354820078864 0.00151402052916 0.432456183356 0.4291457253
0.000635356488881 0.0120058046433 0.167024575956 0.0470065043375
-0.00037497307938 0.00993392819273 0.150238729751 0.0431870083992
0.0281804281785 -0.457376573804 0.294636393863 0.274764911299
-0.00651515138985 0.0619857877811 0.129897788334 0.0337998279793
-0.000236710386123 -0.0212099027954 0.147003828116 0.0478966067911
0.00247093427581 0.0684660929849 0.205945136736 0.0733687701496
0.0641026816371 0.359152588861 0.343913734792 0.140873714919
-5.20194142366e-05 0.0203935302972 0.197248001688 0.0724772193333
0.0910450702572 0.298533922939 0.227088479608 0.0612787502188
1.44534056296e-05 0.0653791715591 0.150892138777 0.045537714396
0.00092584209249 -0.0341423061982 0.159227694287 0.0570078776038
6.88469909194e-05 -0.0355472691653 0.202751991215 0.0865458100456
0.000898381796878 -0.0190057633042 0.219313065754 0.0919119915084
-0.000439932699992 -0.00110937031933 0.298563068463 0.14830199486
0.000714978793982 0.027230950119 0.329231733732 0.165231187514
-0.0475042224883 0.131291669838 0.17845459229 0.0546075878449
-0.0932909802258 0.285536949713 0.206528692742 0.0748980294882
0.0384726337684 0.294392758879 0.292023167743 0.0927718629868
0.00382269253881 0.126551421937 0.240126119592 0.0916697267156
-5.51722193855e-05 -0.00691059986726 0.151041323503 0.0443607934319
-8.99789297988e-05 -0.0434710612027 0.198877743385 0.0919133085489
-0.0118151851797 -0.353289213151 0.321157492633 0.13159545248
0.000846440846396 -0.0431278474208 0.30037260243 0.16320459331
-0.0991708354656 0.114994275014 0.127531413127 0.0229779194467
-0.00203482259361 0.328158352569 0.317767078084 0.14642151814
-0.240274088231 0.359122680325 0.417139792884 0.451293933073
0.0680306439712 0.513762835696 0.283549615376 0.0625566300956
-0.00168970073541 0.00261641015826 0.215020749107 0.0879941916846
-0.000259069971094 -0.00572910528328 0.131648893263 0.0426447670749
-0.0104539845494 0.0939367717617 0.315713116076 0.145416889448
-0.410108148348 0.64562948997 0.314992198178 0.157910808283
-0.000140942907254 0.334075282093 0.428163615259 0.246489324084
-0.00418167985921 -0.0993984124314 0.183042251571 0.046188301139
-0.00102462778127 -0.0408615279752 0.221233881009 0.107555262527
0.00109537305539 -0.0391976833213 0.219469642142 0.0938276417833
0.00197339083422 -0.00661357667923 0.228952907112 0.0988305845179
-0.0169922994721 0.107614785468 0.236075510293 0.0929615290314
-0.000764016705277 -0.00115159810148 0.153255067433 0.0525717764334
-0.196515333274 0.678028948352 0.343472576566 0.0965080844645
0.0111757339775 0.255278819856 0.397989879913 0.202794952471
0.0312106959638 0.154130718214 0.399631772607 0.195544556212
9.43659060736e-05 -0.0374147662108 0.178508570299 0.0679394206979
0.00392487447917 0.0595009225152 0.27096490725 0.119230593853
0.0290731365587 0.347897055742 0.323073375112 0.10923122949
-0.000161803889259 -0.00594715452722 0.115851724412 0.0495872267166
0.0012234943656 -0.0219168263109 0.18869917646 0.0789704245637
-0.0021247387293 0.479413476156 0.287564927277 0.0677175634584
-0.00524442381801 -0.172322999129 0.239778069205 0.0851383700825
0.0171340808887 0.0493947445223 0.161296879193 0.0466621846282
3.25658148125e-05 0.119261162848 0.330811039285 0.143035505996
-0.00101200207063 0.0807557539032 0.200487145441 0.0811353076291
0.00761360000478 0.0716052319345 0.23465155702 0.0836202036716
0.599109358906 0.44236738761 0.168001814931 0.11562029163
0.019899960997 0.0576834220752 0.182613383503 0.0658171975651
0.0506155135477 0.499881620373 0.39368510151 0.112099878656
-0.000438474695494 0.0042433481542 0.270546004478 0.128374256913
0.000933048068205 -0.000306510234573 0.217475800029 0.09562120395
0.000311425373288 -0.0560847870807 0.244889284736 0.114727831929
-0.0318621800063 0.179676823171 0.284217583388 0.0966730428805
-0.000323131266584 0.045371812655 0.228792500976 0.0863776501913
0.33080576031 0.502746330455 0.357454011098 0.152100896434
-0.010518641329 0.263465645383 0.37401736987 0.179463419135
0.00157184314298 0.589440182957 0.221766418547 0.300181748221
0.0938523651018 0.709963178919 0.11559558581 0.0153934777498
0.180766913857 0.471797361247 0.313127898701 0.0953367581517
0.0962124917773 0.198403925388 0.427926351094 0.156667350281
-0.000896062847847 -0.0159087311556 0.238163037782 0.118297705445
-0.0922638241405 0.400292172557 0.292529213437 0.116999162895
0.00225231356402 0.149632876333 0.375713561792 0.161997215276
-0.000917656288032 -0.0424254055203 0.289471831877 0.154628252094
-0.00733376777947 0.129467470903 0.37934449264 0.18441181792
