HHAT KHAT SIGMAH SIGMAK
-0.000619528104049 -0.0489256907054 0.280696277894 0.13680506163
0.0136643555319 0.292333227795 0.371110163909 0.171999613747
-0.000440858944214 -0.00226786402594 0.245335415607 0.106426638049
0.00140536514407 0.128666309947 0.282359811904 0.108262824226
0.060232345194 0.57695231116 0.478759112335 0.155969559017
0.136469893891 -0.0477197029919 0.316708737173 0.285336938052
0.00140241370431 -0.370051553754 0.234104037398 0.33604839202
0.0430105265452 -0.18269452998 0.271304942834 0.263722274846
-0.0749579336128 -0.371809573049 0.266637157487 0.354096265205
0.114137000858 0.739700576038 0.413089756411 0.117109704379
0.0129556649609 0.56315670973 0.108110610212 0.0276765221476
0.00986053880127 0.792907257955 0.120976161977 0.0134854327211
-6.33632034959e-06 -0.0240822913977 0.320670988186 0.172815485673

