.01 2.5006
.03 2.40635
.05 2.3298
.06999999999999999 2.2456
.09 2.14705
.11 2.06435
.13 1.9906
.15000000000000002 1.9278
.17 1.825
.19 1.74125
.21000000000000002 1.6764
.23 1.60555
.25 1.5158
.27 1.45635
.29000000000000004 1.38455
.31 1.3249
.33 1.2576
.35000000000000003 1.17445
.37 1.12635
.39 1.07195
.41000000000000003 1.03035
.43 .95895
.45 .91285
.47000000000000003 .8636
.49 .81375
.51 .76875
.53 .734
.55 .6887
.5700000000000001 .64905
.59 .6278
.61 .58225
.63 .5445
.65 .52355
.67 .4928
.6900000000000001 .4699
.7100000000000001 .44375
.73 .4158
.75 .39265
.77 .37525
.79 .3465
.81 .32375
.8300000000000001 .31495
.85 .296
.87 .2826
.89 .2597
.91 .2515
.93 .2375
.9500000000000001 .21405
.97 .21285
.99 .20005
1.01 0
