.01 1.6359
.03 1.5966
.05 1.5828
.06999999999999999 1.526
.09 1.5061
.11 1.4835
.13 1.438
.15000000000000002 1.4195
.17 1.39785
.19 1.37145
.21000000000000002 1.3422
.23 1.3201
.25 1.28405
.27 1.262
.29000000000000004 1.22795
.31 1.207
.33 1.1749
.35000000000000003 1.1329
.37 1.12905
.39 1.0926
.41000000000000003 1.065
.43 1.0476
.45 1.02135
.47000000000000003 .98235
.49 .9697
.51 .9529
.53 .93205
.55 .9096
.5700000000000001 .8804
.59 .85505
.61 .8388
.63 .8181
.65 .7925
.67 .7789
.6900000000000001 .7516
.7100000000000001 .7414
.73 .7126
.75 .6961
.77 .67415
.79 .6619
.81 .64715
.8300000000000001 .63805
.85 .61905
.87 .60195
.89 .57695
.91 .561
.93 .5536
.9500000000000001 .5455
.97 .52575
.99 .5185
1.01 0
